mä˧rä˧wä˧	mä˧rä˧wä˧	swap tones
ja˧wé˧	ja˧wé˧	swap tones
jö˧ (k?)	jö˧_	swap tones
nä˧ wi˥ë˧	nä˧_wi˥ë˧	swap tones
cö:˥	cö:˥	swap tones
nä˧-nä˥pu˧rë˧	nä˧-nä˥pu˧rë˧	swap tones
nä˧-mô˥tö˧	nä˧-mô˥tö˧	swap tones
nä˧-pwé˥ré¸tö˧tù˧	nä˧-pwé˥ré¸tö˧tù˧	swap tones
pa˥ru˥i˥	pa˥ru˥i˥	swap tones
î˥rî˥cö˥	î˥rî˥cö˥	swap tones
nê:˥	nê:˥	swap tones
a˧è˧rë˧	a˧è˧rë˧	swap tones
po˥pa:˥	po˥pa:˥	swap tones
ti˥ka˥ka˥ra˥	ti˥ka˥ka˥ra˥	swap tones
nû:˥ta˥	nû:˥ta˥	swap tones
pwé˧ré˧tö:˩tù˩	pwé˧ré˧tö:˩tù˩	swap tones
u˧	u˧	swap tones
u˧pi˧	u˧pi˧	swap tones
mô:˧	mô:˧	swap tones
a˥i˥	a˥i˥	swap tones
bi˧bi:˧	bi˧bi:˧	swap tones
ti:˧	ti:˧	swap tones
tö˥i˥nä˥	tö˥i˥nä˥	swap tones
â˧nyê˧	â˧nyê˧	swap tones
tö:˧	tö:˧	swap tones
mû˥	mû˥	swap tones
dë˧	dë˧	swap tones
du:˧	du:˧	swap tones
pwa:˥	pwa:˥	swap tones
mî˧	mî˧	swap tones
bwù˧:cù˥rù˥	bwù˧:cù˥rù˥	swap tones
kî˥rî˥	kî˥rî˥	swap tones
ki˥ri˥wi˥	ki˥ri˥wi˥	swap tones
mä˧i˧nä˧	mä˧i˧nä˧	swap tones
û˥gé˥	û˥gé˥	swap tones
gö˧ri˧	gö˧ri˧	swap tones
dé˧dé:˧	dé˧dé:˧	swap tones
tä˥bwe˥	tä˥bwe˥	swap tones
pi˥cu˥	pi˥cu˥	swap tones
dö:˧ca:˩	dö:˧ca:˩	swap tones
bë˧bë˧ra˧	bë˧bë˧ra˧	swap tones
mâ:˧gé˧	mâ:˧gé˧	swap tones
i˧ji˧	i˧ji˧	swap tones
ji:˧	ji:˧	swap tones
â˥mû˥	â˥mû˥	swap tones
wä˥dé˥	wä˥dé˥	swap tones
è˧pë˧	è˧pë˧	swap tones
â˧ju˧	â˧ju˧	swap tones
â˧ji˧	â˧ji˧	swap tones
tö:˥tù˥	tö:˥tù˥	swap tones
ja˧	ja˧	swap tones
nä˧-ja˥	nä˧-ja˥	swap tones
cä˧rü˧	cä˧rü˧	swap tones
to:˧	to:˧	swap tones
nä˥	nä˥	swap tones
gö˧	gö˧	swap tones
gö˧rö˧	gö˧rö˧	swap tones
a˧ra˧nâ˩-râ˩	a˧ra˧nâ˩-râ˩	swap tones
ja:˧	ja:˧	swap tones
gë˧u˧	gë˧u˧	swap tones
ju˧	ju˧	swap tones
bu˧	bu˧	swap tones
jè˧	jè˧	swap tones
gu˧wë˧	gu˧wë˧	swap tones
gu˧ë˧	gu˧ë˧	swap tones
ru˧	ru˧	swap tones
rë˧	rë˧	swap tones
ca:˥pa˧i˧	ca:˥pa˧i˧	swap tones
ca˥u˧	ca˥u˧	swap tones
â˥	â˥	swap tones
wi˥a˥	wi˥a˥	swap tones
pû˧râ˧	pû˧râ˧	swap tones
ca:˥pwi˥	ca:˥pwi˥	swap tones
ê˥rê˥i˥lu˥	ê˥rê˥i˥lu˥	swap tones
ê˥rê˥ci˥é˥	ê˥rê˥ci˥é˥	swap tones
-pëpé (ê˥rê˥-pë˥pé˥)	-pëpé_	swap tones
ca:˥-kä˥rä˥-î˥-jè˥	ca:˥-kä˥rä˥-î˥-jè˥	swap tones
ca:˥-kä˥rä˥-î˥-jè˥-gö˧rö˧-ca:˥pwí˥	ca:˥-kä˥rä˥-î˥-jè˥-gö˧rö˧-ca:˥pwí˥	swap tones
du˧-î˥-jè˥	du˧-î˥-jè˥	swap tones
ca:˥pwi˥ â˧bo˧ro˧	ca:˥pwi˥_â˧bo˧ro˧	swap tones
